"REF_DATE","GEO","DGUID","Institution type","Program type","Credential type","Field of study","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","8295","","","","0"
"2016","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","8175","","","","0"
"2017","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","8193","","","","0"
"2018","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","8043","","","","0"
"2019","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","7968","","","","0"
"2020","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","8376","","","","0"
"2021","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","8487","","","","0"
"1992","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"1993","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"1994","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"1995","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"1996","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"1997","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"1998","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"1999","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2000","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2001","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2002","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2003","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2004","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2005","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2006","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2007","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2008","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2009","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2010","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2011","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2012","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","3","","","","0"
"2013","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2014","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"2015","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v101874067","5.1.1.1.2.1","","..","","","0"
"1992","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79585015","5.1.1.1.3.1","705","","","","0"
"1993","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79585015","5.1.1.1.3.1","786","","","","0"
"1994","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79585015","5.1.1.1.3.1","816","","","","0"
"1995","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79585015","5.1.1.1.3.1","789","","","","0"
"1996","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79585015","5.1.1.1.3.1","942","","","","0"
"1997","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79585015","5.1.1.1.3.1","786","","","","0"
"1998","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79585015","5.1.1.1.3.1","477","","","","0"
"1999","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79585015","5.1.1.1.3.1","486","","","","0"
